,N.º,Título,Duración,Álbum,Título_v2,Letra
21,3.,Un poco de amor (con Howard Glasford),4:01,Pies Descalzos,Un poco de amor,"17 ContributorsUn Poco de Amor Lyrics[Letra de ""Un Poco de Amor""]

[Intro]
Roots me again!
So come listen to di one
Mi a go' mash up on di plan
Now dis, now dis is a message from di alluland

[Verso 1]
Hoy es un día de aquellos
En que miro hacia el cielo
Tratando de descifrar el que estés
De vez en cuando lejos
Y de vez en cuando cerca
Unas veces subir y otras caer
[Pre-Coro]
Y yo cuando tú te me acercas
No respondo de mis actos
Siento que aquí voy
De odiarte, a quererte
De principio a fin
Buscando un poco de amor

[Coro]
You gotta rock it out and rock it in
From Dublin to Babylon
(Buscando un poco de amor)
Jump it out and jump it in
From Kingston to Providenceland
(Buscando un poco de amor)
You might also like[Verso 2]
Hay cosas en la vida
En que no encuentras salida
Y ante tus ojos se cierra el telón
Y tapas la boquilla del volcán que se hace lava
Que hace mil años esta aquí dentro
[Pre-Coro]
Y yo tejiendo redecillas
Para ver si puedo atraparte
Y aquí voy colando la masilla
En medio de este trópico mortal
Roots and creation, come again!

[Puente]
So mi guardian, mi guardian mi lift up di plan
Now everybody a go' do dis one
Like in down di Caribbean
San Andrés, Providence Island
Live it up, make it love sensation
Say goodbye to di world's segregation
Dis a di age of di new generation
Lift it up to di high revelation

[Pre-Coro]
Y aquí voy tejiendo redecillas
Para ver si puedo atraparte
Y aquí estoy colando la masilla
En medio de este trópico mortal
Todo por un poco de amor
(Buscando un poco de amor)
[Coro]
We gotta rock it out and rock it in
From Dublin to Babylon
(Buscando un poco de amor)
Jump it out and jump it in
(Jump it out and jump it in)
(Jump it out and jump it in)
From Brasilia to Medellín
(Buscando un poco de amor)
Rock it out and rock it in
(Oh, yeah)
From Aruba to Panamá
(Por un poquito de tu amor)
(Buscando un poco de amor)
Jump it out and jump it in
From Kingston to Providenceland
(¿Dónde estás?)
(Buscando un poco de amor)
You gotta rock it out and rock it in
From Dublin to Babylon
(Por un poquito de tu amor)
(Buscando un poco de amor)
Jump it out and jump it in
(Oh, oh, oh, oh, oh, yeah)
From Brasilia to Medellín
(Buscando un poco de amor)
Rock it out and rock it in
(Oh, yeah)
From Aruba to Panamá
(Por un poquito de tu amor)
(Buscando un poco de amor)3Embed"
22,4.,Quiero,4:10,Pies Descalzos,Quiero,"10 ContributorsQuiero Lyrics[Letra de ""Quiero""]

[Verso 1]
Que me gaste yo la vida devorando
Cada pensamiento tuyo, cada paso
Que se borren tus lunares y aparezcan en reemplazo
Dibujados en tu cuerpo cada beso, cada abrazo
Y ahora que estás aquí, yo de nuevo soy feliz
Pude entender que eras para mí

[Verso 2]
Déjame quererte tanto, que te seques con mi llanto
Que se nuble cada cielo
Y que llueva hasta hacer charcos
Déjame besarte tanto, hasta que quedes sin aliento
Y abrazarte con tal fuerza que te parta hasta los huesos
Y ahora que estás aquí, yo de nuevo soy feliz
Pude entender que eras para mí

[Coro]
Quiero excederme, perseguirte, pretenderte
Quiero amarte noche y día
Quiero gastarme la vida
Quiero amarrarte a mis sesenta de cintura
Llevarte como un tatuaje, quiero perder la cordura
Quiero excederme, perseguirte, pretenderte
Quiero amarte noche y día
Quiero gastarme la vida
Quiero amarrarte a mis sesenta de cintura
Llevarte como un tatuaje, quiero perder la cordura
Quiero excederme, perseguirte, pretenderte
Quiero amarte noche y día
Quiero gastarme la vida
Quiero amarrarte a mis sesenta de cintura
Llevarte como un tatuaje, quiero perder la cordura
Quiero excederme, perseguirte, pretenderte
Quiero amarte noche y día
Quiero gastarme la vida
Quiero amarrarte a mis sesenta de cintura
Llevarte como un tatuaje, quiero perder la cordura
Quiero excederme, perseguirte, pretenderte
Quiero amarte noche y día
Quiero gastarme la vidaYou might also like1Embed"
23,5.,Te necesito,4:00,Pies Descalzos,Te necesito,"12 ContributorsTe Necesito Lyrics[Letra de ""Te Necesito""]

[Verso 1]
Si es la lluvia de todos los días
Que ha aumentado su nivel
Ya la música no tiene el mismo efecto
Que solía tener
Tal vez haya vivido tanto
En tan poco y tan corto tiempo
Que no sé ni qué idioma hablo
Ni qué velas cargo dentro
De este entierro

[Verso 2]
Siento que no tengo fuerzas ya
Para saltar y agarrar el sol
Y por más que yo lo intente
No me escucho ni mi propia voz

[Pre-Coro]
Ya no sé si he vivido diez mil días
O un día diez mil veces
Y te sumo a mi historia
Queriendo cambiar las pérdidas
Por creces
You might also like[Coro]
Te necesito, te necesito mi amor
Donde quiera que tu estés
Me hace falta tu calor
Te necesito, te necesito mi amor
Porque eres parte de mí
Te necesito aquí
Y es que no se vivir sin ti
No he aprendido

[Verso 3]
Y me encuentro así perdida
Como una aguja en un pajar
Con arenas movedizas
Me sumerjo entre mi soledad

[Pre-Coro]
Ya no sé si he vivido diez mil días
O un día diez mil veces
Y te sumo a mi historia
Queriendo cambiar las pérdidas
Por creces

[Coro]
Te necesito, te necesito mi amor
Donde quiera que tu estés
Me hace falta tu calor
Te necesito, te necesito mi amor
Porque eres parte de mí
Te necesito aquí
Y es que no se vivir sin ti
No he aprendido2Embed"
24,6.,Te espero sentada,3:24,Pies Descalzos,Te espero sentada,"16 ContributorsTe Espero Sentada Lyrics[Letra de ""Te Espero Sentada""]

[Verso 1]
Te espero sentada en la esquina de siempre
Y más arreglada que si fuera un viernes
Sin ninguna cita hecha previamente
Pero con la plena intuición de verte
Mis ojos no paran de mirar y mirar
El oscuro pedernal de las ideas
Buscando más huecos dentro de este hueco
Buscando una luz en medio de este cielo

[Descanso]
Mi cielo, mi cielo
Pobre de mi cielo

[Verso 2]
Mis manos las guardo porque tengo frío
Y se sienten raras dentro del bolsillo
Ha pasado ya más de una hora y media
Y no has aparecido, me falló mi instinto

[Pre-Coro]
Pero es que mi instinto no sabe de amores
Pero es que mi instinto no sabe que
You might also like[Coro]
Vivir la vida sin ti, es algo como morir
Es caminar sin mirar, es como cantar sin oír
Es hablar sin respirar, es comer sin digerir, porque yo descubrí
Que eres la forma perfecta, la medida exacta justa para mí y es así

[Pre-Coro]
Mi cielo, mi cielo no sabes que

[Coro]
Vivir la vida sin ti, es algo como morir
Es caminar sin mirar, es como cantar sin oír
Es hablar sin respirar, es comer sin digerir, porque yo descubrí
Que eres la forma perfecta, la medida exacta justa para mí
(Vivir la vida sin ti) Y es algo como morir
Es caminar sin mirar, es como cantar sin sentir
Es hablar sin respirar, es comer sin digerir, porque yo descubrí
Que eres la forma perfecta, la medida exacta justa para mí3Embed"
25,7.,"Pies descalzos, sueños blancos",3:25,Pies Descalzos,"Pies descalzos, sueños blancos","19 ContributorsPies Descalzos, Sueños Blancos Lyrics[Letra de ""Pies Descalzos, Sueños Blancos""]

[Coro]
Perteneciste a una raza antigua
De pies descalzos
Y de sueños blancos
Fuiste polvo, polvo eres
Piensa que el hierro
Siempre al calor es blando

[Verso 1]
Tú mordiste la manzana
Y renunciaste al paraíso
Y condenaste a una serpiente
Siendo tú el que así lo quiso
Por milenios y milenios
Permaneciste desnudo
Y te enfrentaste a dinosaurios
Bajo un techo y sin escudo

[Pre-Coro]
Y ahora estás aquí
Queriendo ser feliz
Cuando no te importó
Un pepino tu destino
You might also like[Coro]
Perteneciste a una raza antigua
De pies descalzos
Y de sueños blancos
Fuiste polvo, polvo eres
Piensa que el hierro
Siempre al calor es blando

[Verso 2]
Construiste un mundo exacto
De acabados tan perfectos
Cada cosa calculada
En su espacio y a su tiempo
Yo que soy un caos completo
Las entradas, las salidas
Los nombres y las medidas
No me caben en los sesos

[Pre-Coro]
Y ahora estás aquí
Queriendo ser feliz
Cuando no te importó
Un pepino tu destino

[Coro]
Perteneciste a una raza antigua
De pies descalzos
Y de sueños blancos
Fuiste polvo, polvo eres
Piensa que el hierro
Siempre al calor es
Perteneciste a una raza antigua
De pies descalzos
Y de sueños blancos
Fuiste polvo, polvo eres
Piensa que el hierro
Siempre al calor es blando
[Puente]
Saludar al vecino
Acostarse a una hora
Trabajar cada día
Para vivir en la vida
Contestar solo aquello
Y sentir solo esto
Y que Dios nos ampare
De malos pensamientos
Cumplir con las tareas
Asistir al colegio
¿Que dirá la familia
Si eres un fracasado?
Ponte siempre zapatos
No hagas ruido en la mesa
Usa medias veladas
Y corbata en las fiestas
Las mujeres se casan
Siempre antes de 30
Si no vestirán santos
Y aunque así no lo quieran
Y en la fiesta de quince
Es mejor no olvidar
Una fina champaña
Y bailar bien el vals
[Outro]
Y bailar bien el vals4Embed"
26,8.,Vuelve,3:53,Pies Descalzos,Vuelve,"9 ContributorsVuelve Lyrics[Letra de ""Sueños""]

[Verso 1]
Fría como una estatua de sal
En un mausoleo de cristal
Seca hasta los huesos por llorar
Y muerta como puede estar Tiberio en su huacal
Toda en ruinas como el Partenón
Sola como terminó Colón
Pálida como una Mona Lisa
Amargada como un limón
Arrugada como acordeón

[Coro]
Como la Esfinge cuando
Perdió su nariz
Como Alejandro Magno
Sin su espada y sin su dardo
Como un pobre cristiano en pleno Imperio Romano

[Verso 2]
Busco algo que pueda contestar
Porque estoy cansada de pensar
Cómo es que transcurren los segundos
Y yo sobrevivo a este diluvio universal
Sin más esfuerzo la explicación
Aparece en un viejo cajón
Y en menos de una sola fracción
Vuelve a vivir y se viste de verde el corazón
You might also like[Coro]
Como la Esfinge cuando
Perdió su nariz
Como Alejandro Magno
Sin su espada y sin su dardo
Como un pobre cristiano en pleno Imperio Romano

[Descanso]
Vuelve, vuelve eheheheheheheheheh
Vuelve, vuelve eee

[Verso 3]
Que mi vida se desliza por un caño
Que mis pies de estar parados tienen callos
Ya no sé cómo decirte que te extraño
Y ya en éstas he pasado más de un año

[Descanso]
Vuelve, vuelve eheheheheheheheheh
Vuelve, vuelve eee

[Verso 4]
Que mi barca se está hundiendo en el lodo
Que de angustia me he mordido hasta los codos
Que mi mundo está vacío y aburrido
Que me muero por tenerte aquí conmigo
[Descanso]
Vuelve, vuelve eheheheheheheheheh
Vuelve, vuelve eee1Embed"
27,9.,Pienso en ti,2:25,Pies Descalzos,Pienso en ti,"15 ContributorsPienso en Ti Lyrics[Letra de ""Pienso en Ti""]

Cada día pienso en ti
Pienso un poco más en ti
Despedazo mi razón
Se destruye algo de mí

Cada día pienso en ti
Pienso un poco más en ti

Cada día pienso en ti
Pienso un poco más en ti
Cada vez que sale el sol
Busco en algo el valor
Para continuar así

Y te veo así no te toque
Rezo por ti cada noche
Amanece y pienso en ti

Y retumba en mis oídos
El tic-tac de los relojes
Y sigo pensando en ti
Y sigo pensandoYou might also like1Embed"
28,10.,¿Dónde estás corazón?,3:51,Pies Descalzos,¿Dónde estás corazón?,"18 Contributors¿Dónde Estás Corazón? Lyrics[Letra de ""¿Dónde Estás Corazón?""]

[Verso 1]
¿Dónde estás, corazón?
Ayer te busqué
Entre el suelo, y el cielo, mi cielo
Y no te encontré
Puedo pensar que huyes de mí
Porque mi silencio una corazonada
Me dice que sí

[Verso 2]
¿Dónde estás, corazón?
Ven, regresa por mí
Que la vida se me vuelve un ocho
Si no estás aquí
Y quiero pensar (Y quiero pensar)
Que no tardarás (Que no tardarás)
Porque en el planeta no existe
Más nadie a quien pueda yo amar

[Coro]
¿Dónde estás, corazón?
Ayer te busqué
¿Dónde estás, corazón?
Y no te encontré
You might also like[Verso 3]
¿Dónde estás, corazón?
Saliste de aquí
Ay, buscando quién sabe qué cosas
Tan lejos de mí
Y puedo pensar
Y vuelvo pensar
Que no tardarás (No tardarás)
Porque en el planeta
No existe más nadie
A quien pueda yo amar

[Coro]
¿Dónde estás, corazón?
Ayer te busqué
¿Dónde estás, corazón?
Y no te encontré

[Puente]
Te busqué
En el armario
En el abecedario
Debajo del carro
En el negro, en el blanco
En los libros de historia
En las revistas
En la radio
Te busqué por las calles
En donde tu madre
En cuadros de Botero
En mi monedero
En dos mil religiones
Te busqué hasta
En mis canciones
[Coro]
¿Dónde estás, corazón?
Ayer te busqué
¿Dónde estás, corazón?
Y no te encontré

[Outro]
Te busqué
En al armario
En al abecedario
Debajo del carro
En el negro, en el blanco
En los libros de historia
En las revistas
Y en la radio
Te busqué por las calles
En donde tu madre
En cuadros de Botero
En mi monedero
En dos mil religiones
Te busqué hasta
En mis canciones
¿Dónde estás, corazón?
Ayer te busqué
Te busqué
En al armario
En al abecedario
Debajo del carro
En el negro, en el blanco
En los libros de historia
En las revistas
Y en la radio4Embed"
29,11.,"Se quiere, se mata",3:38,Pies Descalzos,"Se quiere, se mata","11 ContributorsSe Quiere, Se Mata Lyrics[Letra de ""Se Quiere, Se Mata""]

[Verso 1]
Braulio tiene ojos grandes y cabellos oscuros
Nunca come en exceso y jamás duerme desnudo
Siempre viste de gris, pues no tiene remedio
La tendencia a buscarse siempre el punto intermedio

[Verso 2]
Dana es niña de bien, eso dicen sus padres
Nunca llega a su casa a más de diez ni muy tarde
Braulio y Dana se quieren como cualquier pareja
Pero un día fueron presa de la naturaleza

[Pre-Coro]
Y de sus propios instintos
No escaparon con suerte
Con el fuego por dentro
Y las hormonas presentes
Por la ley del magneto
Se acercaron los cuerpos

[Coro]
Pero si a la hora del té nada pasa
Oh oh oh
Solo te irás lejos de casa
Oh oh oh
Por haber traído un habitante más
A ingresar a esta podrida ciudad
Donde lo que no se quiere se mata, se mata
You might also like[Verso 3]
Ese día llegaste un poco más de las diez
Pero el susto se dio unas semanas después
Cuando te confirmaron tus terribles sospechas
Un niño nacería y ya sabías la fecha

[Pre-Coro]
Y antes de que el vecino y la familia supieran
Fuiste donde el doctor a acabar con el problema
Hoy tu vecino esta en casa dándose un buen duchazo
Y tu 2 metros bajo tierra viendo crecer gusanos

[Coro]
Pero si a la hora del té nada pasa
Oh oh oh
Solo te irás lejos de casa
Oh oh oh
Por haber traído un habitante más
A ingresar a esta podrida ciudad
Donde lo que no se quiere se mata, se mata
Pero si a la hora del té nada pasa
Oh oh oh
Solo te irás lejos de casa
Oh oh oh
Por haber traído un habitante más
A ingresar a esta podrida ciudad
Donde lo que no se quiere se mata
[Outro]
Se mata, se mata, se mata, se mata2Embed"
30,12.,Estoy aquí (The Love & House Mix) (Pista extra),8:31,Pies Descalzos,Estoy aquí,"24 ContributorsEstoy Aquí Lyrics[Letra de ""Estoy Aquí""]

[Verso 1]
Ya sé que no vendrás, todo lo que fue
El tiempo lo dejó atrás, sé que no regresarás
Lo que nos pasó no repetirá jamás
Mil años no me alcanzarán para borrarte y olvidar

[Pre-Coro]
Y ahora estoy aquí queriendo convertir
Los campos en ciudad, mezclando el cielo con el mar
Sé que te dejé escapar, sé que te perdí
Nada podrá ser igual
Mil años pueden alcanzar (Mil años pueden alcanzar)
Para que puedas perdonar

[Coro]
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos
Que no puedo comprender
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
Nada le puedo yo hacer

[Verso 2]
Las cartas que escribí, nunca los envié
No quieras saber de mí
No puedo entender la tonta que fui
Es cuestión de tiempo y fe
Mil años con otros mil más (Mil años con otros mil más)
Son suficientes para amar
You might also like[Coro]
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos
Que no puedo comprender
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos que
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?

[Puente]
Si aún piensas algo en mí
Sabes que sigo esperándote

[Coro]
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos que
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos que
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
[Outro]
(Estoy aquí queriéndote)
Estoy aquí
(Estoy enloqueciendome)
(Estoy aquí queriéndote, ahogándome)
Enloqueciendome
(Estoy enloqueciendome)2Embed"
31,13.,Estoy aquí (Radio edit) (Pista extra),4:40,Pies Descalzos,Estoy aquí,"24 ContributorsEstoy Aquí Lyrics[Letra de ""Estoy Aquí""]

[Verso 1]
Ya sé que no vendrás, todo lo que fue
El tiempo lo dejó atrás, sé que no regresarás
Lo que nos pasó no repetirá jamás
Mil años no me alcanzarán para borrarte y olvidar

[Pre-Coro]
Y ahora estoy aquí queriendo convertir
Los campos en ciudad, mezclando el cielo con el mar
Sé que te dejé escapar, sé que te perdí
Nada podrá ser igual
Mil años pueden alcanzar (Mil años pueden alcanzar)
Para que puedas perdonar

[Coro]
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos
Que no puedo comprender
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
Nada le puedo yo hacer

[Verso 2]
Las cartas que escribí, nunca los envié
No quieras saber de mí
No puedo entender la tonta que fui
Es cuestión de tiempo y fe
Mil años con otros mil más (Mil años con otros mil más)
Son suficientes para amar
You might also like[Coro]
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos
Que no puedo comprender
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos que
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?

[Puente]
Si aún piensas algo en mí
Sabes que sigo esperándote

[Coro]
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos que
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
Estoy aquí queriéndote, ahogándome
Entre fotos y cuadernos, entre cosas y recuerdos que
Estoy enloqueciendome
Cambiándome un pie por la cara mía
Esta noche por el día, ¿y qué?
[Outro]
(Estoy aquí queriéndote)
Estoy aquí
(Estoy enloqueciendome)
(Estoy aquí queriéndote, ahogándome)
Enloqueciendome
(Estoy enloqueciendome)2Embed"
